vacancy_name,vacancy_reference,employer,employer_reference,location,service,min_salary,max_salary,vacancy_currency
Technical Application Specialist in Big Data Area,https://yaroslavl.hh.ru/vacancy/46664022?from=vacancy_search_list&query=data%20scientist,Bosch Poland,https://hh.ru/employer/5469925,Киев,HeadHunter,3200.0,4700.0,USD
Бизнес-аналитик (рынок мобильных приложений),https://yaroslavl.hh.ru/vacancy/46690230?from=vacancy_search_list&query=data%20scientist,ООО Доктор Майер,https://hh.ru/employer/2668308,Москва,HeadHunter,90000.0,,руб.
Аналитик данных/Менеджер проектов,https://yaroslavl.hh.ru/vacancy/46761097?from=vacancy_search_list&query=data%20scientist,Платформа ОФД,https://hh.ru/employer/3536900,"Москва, Лужники и еще 1 ",HeadHunter,,,
ML Engineer,https://yaroslavl.hh.ru/vacancy/43684352?from=vacancy_search_list&query=data%20scientist,Профи (profi.ru),https://hh.ru/employer/83639,"Москва, Аэропорт",HeadHunter,,,
Инженер ML-разработки (Pydata),https://yaroslavl.hh.ru/vacancy/41183404?from=vacancy_search_list&query=data%20scientist,ООО UMA.Tech,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,"Москва, Маяковская",HeadHunter,,,
BI Developer (Remote),https://yaroslavl.hh.ru/vacancy/46009420?from=vacancy_search_list&query=data%20scientist,Helastel,https://hh.ru/employer/4166575,Москва,HeadHunter,200000.0,,руб.
Ведущий инженер больших данных (Lead Data),https://yaroslavl.hh.ru/vacancy/46818924?from=vacancy_search_list&query=data%20scientist,АО Северсталь. Управляющая компания,https://hh.ru/employer/6041?dpt=severstal-6041-MAIN,Санкт-Петербург,HeadHunter,,,
Аналитик данных,https://yaroslavl.hh.ru/vacancy/46142427?from=vacancy_search_list&query=data%20scientist,"Командор, сеть супермаркетов",https://hh.ru/employer/136475,Красноярск,HeadHunter,,50000.0,руб.
Junior Product Analyst,https://yaroslavl.hh.ru/vacancy/45687747?from=vacancy_search_list&query=data%20scientist,СберМаркет,https://hh.ru/employer/1272486,Москва,HeadHunter,,,
R Developer,https://yaroslavl.hh.ru/vacancy/46651797?from=vacancy_search_list&query=data%20scientist,Дженстек,https://hh.ru/employer/1128487,"Санкт-Петербург, Адмиралтейская и еще 2 ",HeadHunter,,,
Data Engineer (Middle),https://yaroslavl.hh.ru/vacancy/42493119?from=vacancy_search_list&query=data%20scientist,ООО РАБЛЗ,https://hh.ru/employer/2223982,Москва,HeadHunter,,350000.0,руб.
Junior ML Engineer,https://yaroslavl.hh.ru/vacancy/46196020?from=vacancy_search_list&query=data%20scientist,Профи (profi.ru),https://hh.ru/employer/83639,"Москва, Аэропорт",HeadHunter,,,
DataOps engineer,https://yaroslavl.hh.ru/vacancy/46798518?from=vacancy_search_list&query=data%20scientist,Почтовые технологии,https://hh.ru/employer/4543942,Москва,HeadHunter,,,
Java Developer (BigData),https://yaroslavl.hh.ru/vacancy/46289773?from=vacancy_search_list&query=data%20scientist,Платформа ОФД,https://hh.ru/employer/3536900,"Москва, Лужники и еще 1 ",HeadHunter,,,
AI Engineer,https://yaroslavl.hh.ru/vacancy/46632677?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Новосибирск,HeadHunter,,,
Senior Java Developer (Life Science project),https://yaroslavl.hh.ru/vacancy/46563597?from=vacancy_search_list&query=data%20scientist,Дженстек,https://hh.ru/employer/1128487,"Санкт-Петербург, Адмиралтейская и еще 2 ",HeadHunter,290000.0,,руб.
Senior Game Software Engineer,https://yaroslavl.hh.ru/vacancy/46628697?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Новосибирск,HeadHunter,,,
Data scientist/разработка моделей оценки кредитного риска для клиентов малого и среднего бизнеса,https://yaroslavl.hh.ru/vacancy/43694876?from=vacancy_search_list&query=data%20scientist,Diamond Personnel R&C,https://hh.ru/employer/37623,Москва,HeadHunter,,,
Junior разработчик SQL с RUN функцией,https://yaroslavl.hh.ru/vacancy/46537939?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва,HeadHunter,,,
AI Engineer,https://yaroslavl.hh.ru/vacancy/46632678?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Санкт-Петербург,HeadHunter,,,
AI Engineer,https://yaroslavl.hh.ru/vacancy/46536831?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва,HeadHunter,,,
Senior Game Software Engineer,https://yaroslavl.hh.ru/vacancy/46536834?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва,HeadHunter,,,
Senior Game Software Engineer,https://yaroslavl.hh.ru/vacancy/46628696?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Санкт-Петербург,HeadHunter,,,
С++ Developer_iSearch_SberDevices,https://yaroslavl.hh.ru/vacancy/45930367?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Devops Engineer Hadoop,https://yaroslavl.hh.ru/vacancy/46488134?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Новосибирск,HeadHunter,,,
"Client Consultant (market research, FMCG sector)",https://yaroslavl.hh.ru/vacancy/46153102?from=vacancy_search_list&query=data%20scientist,NielsenIQ,https://hh.ru/employer/257,Москва,HeadHunter,,,
C++ developer (Berlin),https://yaroslavl.hh.ru/vacancy/46789780?from=vacancy_search_list&query=data%20scientist,think-cell,https://hh.ru/employer/3199358,Германия,HeadHunter,6250.0,10000.0,EUR
"Инженер - разработчик (e-commerce, banking), Senior",https://yaroslavl.hh.ru/vacancy/46626775?from=vacancy_search_list&query=data%20scientist,ООО WhyHappen,https://hh.ru/employer/2960714,Москва,HeadHunter,,,
Devops Engineer Hadoop (удаленно),https://yaroslavl.hh.ru/vacancy/46788357?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Санкт-Петербург,HeadHunter,,,
Менеджер продукта биометрии (Product manager),https://yaroslavl.hh.ru/vacancy/42967110?from=vacancy_search_list&query=data%20scientist,Тинькофф,https://hh.ru/employer/78638,Москва,HeadHunter,,,
Product Lead (USA),https://yaroslavl.hh.ru/vacancy/46760715?from=vacancy_search_list&query=data%20scientist,Яндекс.Практикум,https://hh.ru/employer/5008932,Москва,HeadHunter,,,
Devops Engineer Hadoop (удаленно),https://yaroslavl.hh.ru/vacancy/46488381?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Москва,HeadHunter,,,
Product Lead (USA),https://yaroslavl.hh.ru/vacancy/46760716?from=vacancy_search_list&query=data%20scientist,Яндекс.Практикум,https://hh.ru/employer/5008932,Санкт-Петербург,HeadHunter,,,
Product Owner (HOF),https://yaroslavl.hh.ru/vacancy/46629776?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
Software Engineering Manager,https://yaroslavl.hh.ru/vacancy/46400107?from=vacancy_search_list&query=data%20scientist,Леруа Мерлен. Центральный офис,https://hh.ru/employer/8582?dpt=8582-8582-lmofis,Москва,HeadHunter,,,
Monitoring / DevOps Engineer,https://yaroslavl.hh.ru/vacancy/46636422?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
Product Owner в команду «Early Warning System»,https://yaroslavl.hh.ru/vacancy/46750139?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Java developer,https://yaroslavl.hh.ru/vacancy/46346237?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Новосибирск,HeadHunter,,,
Менеджер проектов в направлении Big Data,https://yaroslavl.hh.ru/vacancy/46211518?from=vacancy_search_list&query=data%20scientist,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Менеджер по технологическим проектам Big Data,https://yaroslavl.hh.ru/vacancy/44878610?from=vacancy_search_list&query=data%20scientist,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Middle DevOps инженер,https://yaroslavl.hh.ru/vacancy/46268275?from=vacancy_search_list&query=data%20scientist,ООО Виго Лаб,https://hh.ru/employer/2283197,"Санкт-Петербург, Петроградская",HeadHunter,150000.0,200000.0,руб.
Junior разработчик с RUN функцией,https://yaroslavl.hh.ru/vacancy/46575465?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва,HeadHunter,,,
Старший менеджер продукта,https://yaroslavl.hh.ru/vacancy/46773237?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Senior QA Engineer (automaition),https://yaroslavl.hh.ru/vacancy/40305402?from=vacancy_search_list&query=data%20scientist,ООО UMA.Tech,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,"Москва, Маяковская",HeadHunter,,,
Java developer,https://yaroslavl.hh.ru/vacancy/46346195?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Санкт-Петербург,HeadHunter,,,
Middle QA Engineer (automation),https://yaroslavl.hh.ru/vacancy/44595677?from=vacancy_search_list&query=data%20scientist,ООО UMA.Tech,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,Москва,HeadHunter,,,
IT Operations Engineer,https://yaroslavl.hh.ru/vacancy/46633225?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
Java developer,https://yaroslavl.hh.ru/vacancy/46346024?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Москва,HeadHunter,,,
QA Engineer (SM),https://yaroslavl.hh.ru/vacancy/46634494?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
IT-researcher / Ресёчер,https://yaroslavl.hh.ru/vacancy/46847279?from=vacancy_search_list&query=data%20scientist,АО Аркадия,https://hh.ru/employer/208902,"Санкт-Петербург, Выборгская и еще 1 ",HeadHunter,,,
Преподаватель курса Машинное обучение,https://yaroslavl.hh.ru/vacancy/46744125?from=vacancy_search_list&query=data%20scientist,Skillbox,https://hh.ru/employer/2863076,Москва,HeadHunter,120000.0,,руб.
Senior Unity FE developer,https://yaroslavl.hh.ru/vacancy/45469448?from=vacancy_search_list&query=data%20scientist,Onseo,https://hh.ru/employer/671327,Киев,HeadHunter,,,
Team Leader (HOF),https://yaroslavl.hh.ru/vacancy/46630044?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
Разработчик Android (Kotlin),https://yaroslavl.hh.ru/vacancy/46844765?from=vacancy_search_list&query=data%20scientist,"Hi, Rockits!",https://hh.ru/employer/1111058,Москва,HeadHunter,,2700.0,USD
Android developer,https://yaroslavl.hh.ru/vacancy/46470114?from=vacancy_search_list&query=data%20scientist,ООО Вочи,https://hh.ru/employer/4012555,"Минск, Первомайская и еще 1 ",HeadHunter,,,
Руководитель проектов в Департамент стратегии (технологическая стратегия ),https://yaroslavl.hh.ru/vacancy/46825764?from=vacancy_search_list&query=data%20scientist,Сбер. Экспертам и руководителям,https://hh.ru/employer/3529?dpt=3529-3529-lead,Москва,HeadHunter,,,
CRM/Email/Automation Marketing Manager,https://yaroslavl.hh.ru/vacancy/46573405?from=vacancy_search_list&query=data%20scientist,SIT Alemira,https://hh.ru/employer/5022461,Москва,HeadHunter,,,
Medical Advisor,https://yaroslavl.hh.ru/vacancy/46156053?from=vacancy_search_list&query=data%20scientist,VIATRIS,https://hh.ru/employer/85051,"Москва, Деловой центр",HeadHunter,,,
Front-end Developer,https://yaroslavl.hh.ru/vacancy/46857656?from=vacancy_search_list&query=data%20scientist,Verfacto,https://hh.ru/employer/5407422,Москва,HeadHunter,,,
Senior Product Manager,https://yaroslavl.hh.ru/vacancy/46744939?from=vacancy_search_list&query=data%20scientist,Pixellu,https://hh.ru/employer/3716247,Москва,HeadHunter,,,
Фахівець з управлінської звітності,https://yaroslavl.hh.ru/vacancy/46606410?from=vacancy_search_list&query=data%20scientist,Промислово - Будівельна Група Ковальська,https://hh.ru/employer/2269117,Киев,HeadHunter,,,
French speaking recruitment intern,https://yaroslavl.hh.ru/vacancy/46794858?from=vacancy_search_list&query=data%20scientist,MP Recruiting,https://hh.ru/employer/4409305,Москва,HeadHunter,,40000.0,руб.
Python Developer (Data Lab),https://yaroslavl.hh.ru/vacancy/46357233?from=vacancy_search_list&query=data%20scientist,Semrush,https://hh.ru/employer/789662,"Санкт-Петербург, Московские ворота",HeadHunter,,,
IT recruiter - team lead IT recruitement,https://yaroslavl.hh.ru/vacancy/46792947?from=vacancy_search_list&query=data%20scientist,MP Recruiting,https://hh.ru/employer/4409305,Москва,HeadHunter,200000.0,600000.0,руб.
UX/ UI Designer (удаленно),https://yaroslavl.hh.ru/vacancy/43699221?from=vacancy_search_list&query=data%20scientist,Helastel,https://hh.ru/employer/4166575,Санкт-Петербург,HeadHunter,180000.0,,руб.
Client JavaScript Developer (HOF),https://yaroslavl.hh.ru/vacancy/46628364?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
IT-Рекрутер,https://yaroslavl.hh.ru/vacancy/45643732?from=vacancy_search_list&query=data%20scientist,GeekBrains,https://hh.ru/employer/1111672,"Москва, Маяковская",HeadHunter,,,
Руководитель разработки / CTO (удаленно из любого города),https://yaroslavl.hh.ru/vacancy/46098393?from=vacancy_search_list&query=data%20scientist,Пикабу,https://hh.ru/employer/1583540,Москва,HeadHunter,450000.0,,руб.
Marketing Operations Manager,https://yaroslavl.hh.ru/vacancy/46777004?from=vacancy_search_list&query=data%20scientist,ООО МЕЛ Саенс,https://hh.ru/employer/2610798,Санкт-Петербург,HeadHunter,,,
Java-разработчик Middle+,https://yaroslavl.hh.ru/vacancy/42357066?from=vacancy_search_list&query=data%20scientist,ООО РАБЛЗ,https://hh.ru/employer/2223982,Москва,HeadHunter,180000.0,,руб.
Game Artist / UI Designer (HOF),https://yaroslavl.hh.ru/vacancy/46629406?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
User Acquisition Manager (Google Ads Youtube and Display campaigns specialization),https://yaroslavl.hh.ru/vacancy/46812280?from=vacancy_search_list&query=data%20scientist,DELVE,https://hh.ru/employer/1252616,Минск,HeadHunter,,,
Middle / Senior PHP Symfony Developer,https://yaroslavl.hh.ru/vacancy/46749497?from=vacancy_search_list&query=data%20scientist,Somin,https://hh.ru/employer/4740646,"Санкт-Петербург, Петроградская",HeadHunter,150000.0,,руб.
React Native,https://yaroslavl.hh.ru/vacancy/46640374?from=vacancy_search_list&query=data%20scientist,DataArt,https://hh.ru/employer/69961,Краснодар,HeadHunter,,,
"Разработчик .Net (C#, JavaScript (Angular))",https://yaroslavl.hh.ru/vacancy/46845244?from=vacancy_search_list&query=data%20scientist,"Hi, Rockits!",https://hh.ru/employer/1111058,Москва,HeadHunter,,2500.0,USD
Python Developer (Wind),https://yaroslavl.hh.ru/vacancy/46356627?from=vacancy_search_list&query=data%20scientist,Semrush,https://hh.ru/employer/789662,"Санкт-Петербург, Московские ворота",HeadHunter,,,
QA инженер по ручному функциональному тестированию,https://yaroslavl.hh.ru/vacancy/45986218?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
QA инженер (автотестирование),https://yaroslavl.hh.ru/vacancy/46733257?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Web projects and SEO manager,https://yaroslavl.hh.ru/vacancy/46768478?from=vacancy_search_list&query=data%20scientist,SIT Alemira,https://hh.ru/employer/5022461,Москва,HeadHunter,,,
Java разработчик ЦКМ,https://yaroslavl.hh.ru/vacancy/46733349?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
2D Animator (HOF),https://yaroslavl.hh.ru/vacancy/46619804?from=vacancy_search_list&query=data%20scientist,Playtika UA,https://hh.ru/employer/1017431,Киев,HeadHunter,,,
Business Analyst,https://yaroslavl.hh.ru/vacancy/46425100?from=vacancy_search_list&query=data%20scientist,ООО Перфект Арт,https://hh.ru/employer/2618793,Москва,HeadHunter,,,
DevOps engineer в команду Data Lake,https://yaroslavl.hh.ru/vacancy/46716354?from=vacancy_search_list&query=data%20scientist,Райффайзенбанк,https://hh.ru/employer/4023,"Москва, Технопарк",HeadHunter,,,
Business Analyst,https://yaroslavl.hh.ru/vacancy/46477341?from=vacancy_search_list&query=data%20scientist,ООО Перфект Арт,https://hh.ru/employer/2618793,Санкт-Петербург,HeadHunter,,,
IT рекрутёр (HR менеджер),https://yaroslavl.hh.ru/vacancy/46235991?from=vacancy_search_list&query=data%20scientist,strikt,https://hh.ru/employer/1334890,Москва,HeadHunter,100000.0,120000.0,руб.
Senior Java developer (проект Ассортимент ТСX),https://yaroslavl.hh.ru/vacancy/45992863?from=vacancy_search_list&query=data%20scientist,X5 RETAIL GROUP,https://hh.ru/employer/4233,"Москва, Парк культуры",HeadHunter,,,
Ведущий системный аналитик,https://yaroslavl.hh.ru/vacancy/44905153?from=vacancy_search_list&query=data%20scientist,Инфосистемы Джет,https://hh.ru/employer/3095,"Москва, Савеловская",HeadHunter,,,
Руководитель отдела ранжирования,https://yaroslavl.hh.ru/vacancy/45355112?from=vacancy_search_list&query=data%20scientist,Rambler Group,https://hh.ru/employer/8620,"Москва, Тульская",HeadHunter,,,
Руководитель NLP направления,https://yaroslavl.hh.ru/vacancy/44492613?from=vacancy_search_list&query=data%20scientist,Just AI,https://hh.ru/employer/3833791,"Санкт-Петербург, Петроградская и еще 1 ",HeadHunter,,,
Retail Commercial Activation Manager,https://yaroslavl.hh.ru/vacancy/46103040?from=vacancy_search_list&query=data%20scientist,NielsenIQ,https://hh.ru/employer/257,Москва,HeadHunter,,,
Golang разработчик,https://yaroslavl.hh.ru/vacancy/45151935?from=vacancy_search_list&query=data%20scientist,IT_Selection,https://hh.ru/employer/747028,Санкт-Петербург,HeadHunter,150000.0,250000.0,руб.
Веб-аналитик,https://yaroslavl.hh.ru/vacancy/45871898?from=vacancy_search_list&query=data%20scientist,Devim,https://hh.ru/employer/2097195,"Санкт-Петербург, Старая Деревня",HeadHunter,,,
Python-разработчик (ETL),https://yaroslavl.hh.ru/vacancy/46633466?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, Другое",https://hh.ru/employer/15478?dpt=mailru-15478-other,"Москва, Аэропорт",HeadHunter,,,
Руководитель центра экспертизы (искусственный интеллект),https://yaroslavl.hh.ru/vacancy/45950921?from=vacancy_search_list&query=data%20scientist,Норникель,https://hh.ru/employer/740,Москва,HeadHunter,,,
Backend-разработчик Python (Django),https://yaroslavl.hh.ru/vacancy/46645554?from=vacancy_search_list&query=data%20scientist,Университет Иннополис,https://hh.ru/employer/1160188,Казань,HeadHunter,100000.0,160000.0,руб.
Data Analyst (Отдел аудита информационных технологий),https://yaroslavl.hh.ru/vacancy/46613744?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Екатеринбург,HeadHunter,,,
Аналитик данных в стрим CRM,https://yaroslavl.hh.ru/vacancy/45207366?from=vacancy_search_list&query=data%20scientist,Банк ВТБ (ПАО),https://hh.ru/employer/4181,"Москва, Выставочная и еще 2 ",HeadHunter,,,
Golang developer,https://yaroslavl.hh.ru/vacancy/46660501?from=vacancy_search_list&query=data%20scientist,ООО Специальный Технологический Центр,https://hh.ru/employer/2519536,Санкт-Петербург,HeadHunter,,,
Аналитик BI (отчетность DWH),https://yaroslavl.hh.ru/vacancy/45136418?from=vacancy_search_list&query=data%20scientist,Тинькофф,https://hh.ru/employer/78638,"Казань, Суконная слобода",HeadHunter,,,
Руководитель группы ML-инженеров,https://yaroslavl.hh.ru/vacancy/46636294?from=vacancy_search_list&query=data%20scientist,Неофлекс,https://hh.ru/employer/22494,Воронеж,HeadHunter,,,
Аналитик BI (отчетность DWH),https://yaroslavl.hh.ru/vacancy/45140678?from=vacancy_search_list&query=data%20scientist,Тинькофф,https://hh.ru/employer/78638,Воронеж,HeadHunter,,,
Science Writer,https://yaroslavl.hh.ru/vacancy/43587824?from=vacancy_search_list&query=data%20scientist,GET Information Technology,https://hh.ru/employer/59506,"Санкт-Петербург, Чкаловская",HeadHunter,,,
Digital Group Head (Client Service),https://yaroslavl.hh.ru/vacancy/45924976?from=vacancy_search_list&query=data%20scientist,OMD OM Group,https://hh.ru/employer/1144,"Москва, Кузнецкий мост",HeadHunter,,,
DevOps Engineer,https://yaroslavl.hh.ru/vacancy/46597733?from=vacancy_search_list&query=data%20scientist,ITrust SA,https://hh.ru/employer/4742688,Киев,HeadHunter,,,
Android developer,https://yaroslavl.hh.ru/vacancy/46091839?from=vacancy_search_list&query=data%20scientist,HARMAN Connected Services,https://hh.ru/employer/2033,"Нижний Новгород, Горьковская",HeadHunter,,,
Business Analyst in the healthcare domain,https://yaroslavl.hh.ru/vacancy/45273629?from=vacancy_search_list&query=data%20scientist,NIX,https://hh.ru/employer/22373,Харьков,HeadHunter,,,
Аналитик BI,https://yaroslavl.hh.ru/vacancy/43128043?from=vacancy_search_list&query=data%20scientist,ИДС Боржоми,https://hh.ru/employer/6,"Москва, Павелецкая",HeadHunter,,,
QA Engineer,https://yaroslavl.hh.ru/vacancy/46551602?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва,HeadHunter,,,
Senior AI Tools Engineer (HarmanX),https://yaroslavl.hh.ru/vacancy/46131078?from=vacancy_search_list&query=data%20scientist,HARMAN Connected Services,https://hh.ru/employer/2033,"Нижний Новгород, Горьковская",HeadHunter,,,
Cloud Threat Research Developer,https://yaroslavl.hh.ru/vacancy/46519280?from=vacancy_search_list&query=data%20scientist,HUAWEI,https://hh.ru/employer/2873,Москва,HeadHunter,,,
UI/UX дизайнер,https://yaroslavl.hh.ru/vacancy/46558613?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва,HeadHunter,,,
PowerBi/Business Intelligence Analyst,https://yaroslavl.hh.ru/vacancy/44434198?from=vacancy_search_list&query=data%20scientist,A&D Mortgage,https://hh.ru/employer/4280547,Санкт-Петербург,HeadHunter,,,
Контент-менеджер AI Cloud,https://yaroslavl.hh.ru/vacancy/46506190?from=vacancy_search_list&query=data%20scientist,SberCloud,https://hh.ru/employer/3853446,Москва,HeadHunter,,,
Разработчик BI-DWH,https://yaroslavl.hh.ru/vacancy/43044884?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, Другое",https://hh.ru/employer/15478?dpt=mailru-15478-other,"Москва, Аэропорт",HeadHunter,,,
Преподаватель курса Data Science в медицине,https://yaroslavl.hh.ru/vacancy/46459895?from=vacancy_search_list&query=data%20scientist,Skillbox,https://hh.ru/employer/2863076,Москва,HeadHunter,160000.0,,руб.
Аналитик BI (отчетность DWH),https://yaroslavl.hh.ru/vacancy/46462271?from=vacancy_search_list&query=data%20scientist,Тинькофф,https://hh.ru/employer/78638,Екатеринбург,HeadHunter,,,
Аналитик BI (отчетность DWH),https://yaroslavl.hh.ru/vacancy/46449295?from=vacancy_search_list&query=data%20scientist,Тинькофф,https://hh.ru/employer/78638,Нижний Новгород,HeadHunter,,,
Senior BigData Developer with Python / Spark / AWS,https://yaroslavl.hh.ru/vacancy/46440919?from=vacancy_search_list&query=data%20scientist,Grid Dynamics,https://hh.ru/employer/802184,Санкт-Петербург,HeadHunter,,,
Recruiter,https://yaroslavl.hh.ru/vacancy/45429660?from=vacancy_search_list&query=data%20scientist,Aviasales.ru,https://hh.ru/employer/588914,Москва,HeadHunter,,,
ML Engineer,https://yaroslavl.hh.ru/vacancy/46415224?from=vacancy_search_list&query=data%20scientist,ООО Джи Эс Эй Групп,https://hh.ru/employer/2851802,Москва,HeadHunter,,,
Рекрутер / Специалист по подбору персонала,https://yaroslavl.hh.ru/vacancy/46499261?from=vacancy_search_list&query=data%20scientist,СберМегаМаркет,https://hh.ru/employer/2804795,"Москва, Бауманская и еще 1 ",HeadHunter,,,
Senior Python Software Engineer,https://yaroslavl.hh.ru/vacancy/46405718?from=vacancy_search_list&query=data%20scientist,CUSTOMERTIMES,https://hh.ru/employer/3818429,Москва,HeadHunter,,,
Синиор/мид продакт менеджер для внутренних Data&Analytics продуктов Магнит (Промо),https://yaroslavl.hh.ru/vacancy/46453989?from=vacancy_search_list&query=data%20scientist,"МАГНИТ, Розничная сеть",https://hh.ru/employer/49357,Москва,HeadHunter,,,
Аналитик,https://yaroslavl.hh.ru/vacancy/46298917?from=vacancy_search_list&query=data%20scientist,Компания ЛБР,https://hh.ru/employer/745935,"Минск, Академия наук",HeadHunter,1500.0,2000.0,бел. руб.
Владелец продукта для внутренних Data&Analytics продуктов Магнит (Ценообразование),https://yaroslavl.hh.ru/vacancy/46454011?from=vacancy_search_list&query=data%20scientist,"МАГНИТ, Розничная сеть",https://hh.ru/employer/49357,Москва,HeadHunter,,,
Риск-аналитик (розничные риски),https://yaroslavl.hh.ru/vacancy/46419924?from=vacancy_search_list&query=data%20scientist,Ак Барс Банк,https://hh.ru/employer/47939,Казань,HeadHunter,,,
Аналитик BI (группа анализа данных),https://yaroslavl.hh.ru/vacancy/46371416?from=vacancy_search_list&query=data%20scientist,АШАН Ритейл Россия,https://hh.ru/employer/54979,Москва,HeadHunter,,,
Senior DSP Scientist/Engineer,https://yaroslavl.hh.ru/vacancy/46363474?from=vacancy_search_list&query=data%20scientist,HUAWEI,https://hh.ru/employer/2873,"Москва, Владыкино",HeadHunter,,,
Senior DevOps Engineer,https://yaroslavl.hh.ru/vacancy/45633226?from=vacancy_search_list&query=data%20scientist,Arrival. Service Platform,https://hh.ru/employer/1751001?dpt=1751001-1751001-service,Москва,HeadHunter,,,
Стажер в отдел рекрутинга (Recruiting Intern),https://yaroslavl.hh.ru/vacancy/46470931?from=vacancy_search_list&query=data%20scientist,MP Recruiting,https://hh.ru/employer/4409305,Москва,HeadHunter,40000.0,,руб.
Ведущий системный аналитик (Проекты в области машинного обучения),https://yaroslavl.hh.ru/vacancy/46403517?from=vacancy_search_list&query=data%20scientist,Инфосистемы Джет,https://hh.ru/employer/3095,"Москва, Савеловская",HeadHunter,,,
Senior/Team Leader Full-Stack (NGINX+Django+Vue),https://yaroslavl.hh.ru/vacancy/46443234?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Ведущий аудитор (аналитик данных),https://yaroslavl.hh.ru/vacancy/46370389?from=vacancy_search_list&query=data%20scientist,ООО СБД,https://hh.ru/employer/2425789,Москва,HeadHunter,,,
Project Manager,https://yaroslavl.hh.ru/vacancy/45740918?from=vacancy_search_list&query=data%20scientist,DigitalHR,https://hh.ru/employer/913195,Москва,HeadHunter,,,
